"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"947016316053082112","https://twitter.com/ma_salmon/status/947016316053082112","@JennyBryan @Jim_Bryan_UBC There aren't enough heart emojis, this is so great. Here is a puppy instead. https://t.co/FXIx4YX271","2017-12-30 08:07 +0000","88.0","4.0","0.045454545454545456","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","15","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946945722632589313","https://twitter.com/ma_salmon/status/946945722632589313","@hrbrmstr @henrikbengtsson @dataandme @mrshrbrmstr 👏👏👏 (for your post, for its reproducibility and of course for your helping others so much)","2017-12-30 03:27 +0000","290.0","6.0","0.020689655172413793","0.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946937959638544384","https://twitter.com/ma_salmon/status/946937959638544384","@sharlagelfand Oooh I hadn't see that 👓","2017-12-30 02:56 +0000","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946838007197454336","https://twitter.com/ma_salmon/status/946838007197454336","@Zofiathewitch 2d time I watch it 😍","2017-12-29 20:19 +0000","196.0","3.0","0.015306122448979591","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946835499242663940","https://twitter.com/ma_salmon/status/946835499242663940","Imagine a blog post with such illustrations 😉 https://t.co/Tk3oaTioLy","2017-12-29 20:09 +0000","641.0","9.0","0.014040561622464899","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","90","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946834955103080449","https://twitter.com/ma_salmon/status/946834955103080449","@jent103 I'm watching Fantastic beasts with my family &amp; recognized your pastry! Look who else bakes babka https://t.co/9xTLDtx7EE https://t.co/T9qjRoqbeS","2017-12-29 20:06 +0000","770.0","18.0","0.023376623376623377","0.0","2.0","3.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","142","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946827450830544896","https://twitter.com/ma_salmon/status/946827450830544896","@hrbrmstr @dataandme @sharlagelfand @sckottie we shall make sure you write that fantastic book on time https://t.co/f1vBLRmlE1","2017-12-29 19:37 +0000","287.0","7.0","0.024390243902439025","0.0","0.0","1.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","38","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946824231140110337","https://twitter.com/ma_salmon/status/946824231140110337","@dataandme @sharlagelfand @sckottie @hrbrmstr yes I'm so looking forward to reading that book!!","2017-12-29 19:24 +0000","457.0","5.0","0.010940919037199124","0.0","1.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946824080870772736","https://twitter.com/ma_salmon/status/946824080870772736","@sharlagelfand Reg scraping etiquette this blog post by @hrbrmstr is a good read https://t.co/4l6W0mhbLu

and that one too (see who had been less kind to begin with... ) https://t.co/ck0BnIPedT","2017-12-29 19:23 +0000","180.0","10.0","0.05555555555555555","0.0","1.0","2.0","0.0","6.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946782690229047301","https://twitter.com/ma_salmon/status/946782690229047301","@amyszczepanski @CityofSanDiego you should add your blog feed to @rweekly_live","2017-12-29 16:39 +0000","37.0","1.0","0.02702702702702703","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946771404564951040","https://twitter.com/ma_salmon/status/946771404564951040","@TeaStats cool! I added this post to next week issue","2017-12-29 15:54 +0000","192.0","2.0","0.010416666666666666","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946769802470789120","https://twitter.com/ma_salmon/status/946769802470789120","@jent103 @polesasunder awww you're both making me blush!","2017-12-29 15:48 +0000","229.0","4.0","0.017467248908296942","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946769438937899008","https://twitter.com/ma_salmon/status/946769438937899008","As an #rstats user, also feel free to contribute these links to @rweekly_org to help others update their own list 😉 https://t.co/QuXQPgrm5l","2017-12-29 15:46 +0000","947.0","12.0","0.012671594508975714","0.0","0.0","6.0","5.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946768659783016449","https://twitter.com/ma_salmon/status/946768659783016449","@TeaStats @rweekly_org  https://t.co/B02r3mZn06","2017-12-29 15:43 +0000","299.0","2.0","0.006688963210702341","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","59","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946767533134303233","https://twitter.com/ma_salmon/status/946767533134303233","@TeaStats the link is missing? btw have you added your blog feed to @rweekly_org ?","2017-12-29 15:39 +0000","367.0","5.0","0.013623978201634877","0.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946766071507406849","https://twitter.com/ma_salmon/status/946766071507406849","@Blair09M a trendy topic, do you know https://t.co/uRKsXmdwy9 &amp; https://t.co/ciaZfcfe2R ?","2017-12-29 15:33 +0000","38.0","3.0","0.07894736842105263","0.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946762241738715143","https://twitter.com/ma_salmon/status/946762241738715143","@danielphadley @rweekly_live Cool so submit your feed (link in R Weekly live profile), they'll be more discoverable :-)","2017-12-29 15:18 +0000","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946757358658686976","https://twitter.com/ma_salmon/status/946757358658686976","@Blair09M which API btw?","2017-12-29 14:58 +0000","57.0","1.0","0.017543859649122806","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946757038213824514","https://twitter.com/ma_salmon/status/946757038213824514","@jent103 @polesasunder Jennifer does that mean you really want to blog? https://t.co/8Y3G91wXz7","2017-12-29 14:57 +0000","200.0","2.0","0.01","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","28","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946754848774598656","https://twitter.com/ma_salmon/status/946754848774598656","@MilesMcBain @rtweet_pkg @rstudio this is how I found your snake tweet for instance","2017-12-29 14:48 +0000","145.0","1.0","0.006896551724137931","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946733748544040961","https://twitter.com/ma_salmon/status/946733748544040961","@hrbrmstr @tpab so many good gists from @tpab... I'd love to read blog posts!","2017-12-29 13:24 +0000","546.0","3.0","0.005494505494505495","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946714791653138432","https://twitter.com/ma_salmon/status/946714791653138432","@MilesMcBain @rtweet_pkg @rstudio Why?","2017-12-29 12:09 +0000","203.0","6.0","0.029556650246305417","0.0","1.0","1.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946697733418741760","https://twitter.com/ma_salmon/status/946697733418741760","Nowadays when I remember someone tweeted something &amp; need that something, I look for the tweet using #rstats @rtweet_pkg get_timeline and @rstudio View(). 🔎","2017-12-29 11:01 +0000","3478.0","132.0","0.03795284646348476","9.0","2.0","60.0","45.0","1.0","3.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946693393408843776","https://twitter.com/ma_salmon/status/946693393408843776","@KKulma Some first posts are better than others 😉 https://t.co/aIeG3NT71l","2017-12-29 10:44 +0000","188.0","10.0","0.05319148936170213","0.0","1.0","4.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","43","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946675113440743424","https://twitter.com/ma_salmon/status/946675113440743424","@KKulma I love your tips!","2017-12-29 09:31 +0000","250.0","3.0","0.012","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946674841029103616","https://twitter.com/ma_salmon/status/946674841029103616","@KKulma @dataandme @ShirinGlander @d4tagirl @hfcfrick @clavitolo @JennyBryan @CVWickham @juliasilge I still remember you as a baby hum I mean first poster, with the Disney princesses! It was so cool!","2017-12-29 09:30 +0000","189.0","11.0","0.0582010582010582","0.0","1.0","6.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946674692622094337","https://twitter.com/ma_salmon/status/946674692622094337","@polesasunder ou je suis juste chiante :-D","2017-12-29 09:30 +0000","96.0","1.0","0.010416666666666666","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946647018377707520","https://twitter.com/ma_salmon/status/946647018377707520","My New Year resolution is to hassle great #rstats bloggers like @sharlagelfand to make them blog more 🤓 https://t.co/HUsUUPiwdR","2017-12-29 07:40 +0000","2732.0","35.0","0.01281112737920937","2.0","1.0","14.0","10.0","2.0","0.0","5.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946645895042535425","https://twitter.com/ma_salmon/status/946645895042535425","@danielphadley Have you added your blog feed to @rweekly_live ?","2017-12-29 07:35 +0000","75.0","2.0","0.02666666666666667","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946640713994899456","https://twitter.com/ma_salmon/status/946640713994899456","@sharlagelfand Reg the address mapping two other suggestions (but your method is smart&amp;worked so just for info)
- @sckottie 's https://t.co/GesYOgIxs0
- my https://t.co/Hm9lWyuRXx 😇

And a question, had you checked you were allowed to parse that webpage? Via https://t.co/7IiM0d5fjL","2017-12-29 07:15 +0000","330.0","27.0","0.08181818181818182","0.0","1.0","0.0","2.0","22.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946639681701195776","https://twitter.com/ma_salmon/status/946639681701195776","@sharlagelfand Such a great blog post, I was thinking it was a gread breakfast read and then I saw that on top of being great it contained a compliment, thank you!

I didn't know  fill yet, I used to use zoo::na something! 

In the current absence of a commenting tool I am spamming here 😉","2017-12-29 07:11 +0000","487.0","6.0","0.012320328542094456","0.0","2.0","1.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946637205098901504","https://twitter.com/ma_salmon/status/946637205098901504","@sharlagelfand @Open_TO Have you added your blog feed to @rweekly_live ?","2017-12-29 07:01 +0000","814.0","19.0","0.02334152334152334","0.0","1.0","1.0","3.0","0.0","0.0","14.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
