"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"914173855538843648","https://twitter.com/ma_salmon/status/914173855538843648","@edzerpebesma Any graph to show?  😉","2017-09-30 17:03 +0000","300.0","3.0","0.01","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914108961821020160","https://twitter.com/ma_salmon/status/914108961821020160","@KristinaNatSci @RLadiesBCN Oh no problem, it's good if you eventually go! You must have been busy 😊","2017-09-30 12:45 +0000","76.0","2.0","0.02631578947368421","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914086779891875840","https://twitter.com/ma_salmon/status/914086779891875840","@Open_AQ So frightening to think you might have pinned it IN HIS HEAD","2017-09-30 11:17 +0000","207.0","10.0","0.04830917874396135","0.0","1.0","3.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914067459879194626","https://twitter.com/ma_salmon/status/914067459879194626","@edwin_thoen @dataandme Have a look at @_ColinFay's work &amp; prepare to learn https://t.co/r0eFmTwzez","2017-09-30 10:00 +0000","793.0","39.0","0.04918032786885246","1.0","1.0","5.0","1.0","19.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914015848871886848","https://twitter.com/ma_salmon/status/914015848871886848","@_ColinFay @MilesMcBain @samfirke Btw some work with @natim_bcn abt cycle paths km &amp; cycling mode share in Europe https://t.co/ikK1r1KiYt https://t.co/a8AOrnsIo8","2017-09-30 06:35 +0000","331.0","23.0","0.06948640483383686","0.0","1.0","5.0","0.0","5.0","0.0","2.0","0.0","0","0","0","0","0","10","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913911747702136832","https://twitter.com/ma_salmon/status/913911747702136832","@ChristophMolnar As an EU citizen I am covered by my Spanish health insurance in France and feel so thankful","2017-09-29 23:41 +0000","137.0","6.0","0.043795620437956206","0.0","0.0","2.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913911415378972672","https://twitter.com/ma_salmon/status/913911415378972672","@MilesMcBain @samfirke So do I but with the corresponding infrastructure like bike lanes and bike parking spots","2017-09-29 23:40 +0000","323.0","20.0","0.06191950464396285","0.0","2.0","5.0","0.0","0.0","0.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913801594948521985","https://twitter.com/ma_salmon/status/913801594948521985","@d4tagirl @earino @jent103 @DrScranto @leighadlr I don't have time right now but maybe later / I trust someone will do. Wonder if it should be a different pkg bc full sentences?","2017-09-29 16:24 +0000","208.0","2.0","0.009615384615384616","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913799679527309313","https://twitter.com/ma_salmon/status/913799679527309313","@earino @d4tagirl @jent103 @DrScranto @leighadlr Maybe we should add them to the praise package...","2017-09-29 16:16 +0000","310.0","14.0","0.04516129032258064","0.0","2.0","3.0","0.0","0.0","0.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913779567332069376","https://twitter.com/ma_salmon/status/913779567332069376","@DrScranto @earino @jent103 @d4tagirl I love how you all justify this purchase of mine 😀 too bad I have to wait for @damienaberlin to come back from work to start watching 😂","2017-09-29 14:56 +0000","157.0","8.0","0.050955414012738856","0.0","0.0","3.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
